,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y,id,outliers
27885,53,0,1,0,0,1,0,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.405,1,29239,1
14760,24,3,1,4,0,0,0,0,2,1,2,999,0,0,1.4,93.918,-42.7,4.957,1,14963,1
35865,56,7,1,3,0,1,0,0,5,1,2,3,2,1,-1.7,94.055,-39.8,0.767,0,39999,1
18407,31,1,1,0,0,0,0,0,2,3,5,999,0,0,1.4,93.918,-42.7,4.968,1,18641,1
34936,78,7,2,3,0,1,0,0,8,3,1,3,1,1,-3.4,92.649,-30.1,0.7140000000000001,1,38783,1
19791,29,0,0,0,0,0,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.965,0,20036,1
27884,33,2,0,5,0,0,0,0,1,4,2,999,0,0,-1.8,93.075,-47.1,1.405,1,29238,1
25988,29,5,1,0,0,1,1,0,8,3,3,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26797,1
14185,27,4,1,5,0,1,0,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.962,1,14384,1
30605,44,2,1,1,0,0,0,0,3,0,2,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,33023,1
20019,47,0,0,0,0,0,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.965,1,20264,1
3366,54,0,1,5,0,1,1,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,3434,1
18710,41,2,2,1,0,1,0,0,4,0,3,999,0,0,1.4,93.444,-36.1,4.97,1,18946,1
31424,29,0,0,5,0,1,0,1,3,3,6,999,0,0,-1.8,92.893,-46.2,1.266,1,34243,1
17527,50,2,1,1,0,0,1,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.961,1,17753,1
19813,32,8,1,0,0,1,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.965,1,20058,1
213,30,3,0,5,0,1,1,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,217,1
30775,42,3,1,3,0,0,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,1,33264,1
7813,27,0,1,4,0,1,0,1,5,0,3,999,0,0,1.4,94.465,-41.8,4.865,1,7931,1
17471,47,2,0,5,0,0,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.961,1,17696,1
33013,31,3,0,4,0,1,1,0,5,2,1,3,2,1,-2.9,92.963,-40.8,1.262,0,36363,1
17218,43,4,1,2,0,0,0,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.962,1,17439,1
27819,45,3,1,3,0,1,1,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.405,1,29149,1
17683,55,3,0,4,0,0,1,0,2,2,3,999,0,0,1.4,93.918,-42.7,4.961,1,17913,1
23008,43,0,1,0,0,1,0,0,4,1,4,999,0,0,1.4,93.444,-36.1,4.964,1,23276,1
2436,58,7,1,5,0,1,0,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.856,1,2489,1
3177,39,0,0,5,0,1,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,3243,1
5519,56,3,1,1,0,1,0,1,3,0,4,999,0,0,1.1,93.994,-36.4,4.857,0,5613,1
30618,33,0,1,0,0,1,0,0,3,0,3,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,33044,1
32014,53,4,1,0,0,0,0,1,3,4,2,999,0,0,-1.8,92.893,-46.2,1.25,1,35079,1
16979,54,2,1,1,0,0,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.962,1,17195,1
36651,33,4,0,5,0,1,0,0,0,0,1,6,1,1,-1.1,94.601,-49.5,1.032,0,41034,1
24992,36,1,2,0,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25588,1
20076,36,0,0,0,0,1,0,0,4,0,2,999,0,0,1.4,93.444,-36.1,4.965,1,20321,1
36700,59,0,2,5,0,0,0,0,8,3,3,3,2,1,-1.1,94.767,-50.8,1.05,0,41099,1
15835,33,3,1,4,0,1,0,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.961,1,16043,1
36097,40,8,1,0,0,0,0,1,2,4,2,3,2,1,-1.7,94.215,-40.3,0.8959999999999999,0,40313,1
10211,52,3,1,4,0,0,0,1,5,0,2,999,0,0,1.4,94.465,-41.8,4.96,1,10364,1
2784,38,0,1,0,0,0,0,1,3,1,4,999,0,0,1.1,93.994,-36.4,4.859,1,2846,1
36554,59,4,1,0,0,1,0,0,0,0,1,999,0,0,-1.1,94.601,-49.5,0.977,1,40905,1
20202,32,0,2,0,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.966,1,20448,1
11033,49,2,1,1,0,0,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.961,1,11197,1
28880,62,7,1,1,0,1,0,0,3,0,4,999,0,0,-1.8,92.893,-46.2,1.354,1,30495,1
7128,28,2,1,5,0,1,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,7234,1
5013,39,3,1,3,0,0,1,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.857,1,5100,1
24391,58,2,1,5,0,0,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,24814,1
22889,39,2,2,1,0,1,0,0,4,2,7,999,0,0,1.4,93.444,-36.1,4.965,1,23154,1
23964,45,0,1,5,0,1,0,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24270,1
34896,30,0,0,0,0,1,1,0,8,2,2,999,0,0,-3.4,92.649,-30.1,0.715,1,38733,1
24101,40,5,2,0,0,0,0,0,8,0,2,999,0,0,-0.1,93.2,-42.0,4.191,1,24437,1
27054,32,3,1,4,0,0,0,0,1,4,2,999,0,0,-1.8,93.075,-47.1,1.479,1,28084,1
15033,27,3,1,2,0,1,0,0,2,3,4,999,0,0,1.4,93.918,-42.7,4.958,1,15237,1
6045,50,4,0,5,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,6141,1
33989,25,6,0,5,0,0,0,0,4,4,1,999,0,0,-2.9,92.201,-31.4,0.8690000000000001,1,37560,1
17456,57,7,1,5,0,0,0,0,2,2,9,999,0,0,1.4,93.918,-42.7,4.961,1,17681,1
26659,46,0,2,0,0,0,0,1,8,4,7,999,0,0,-0.1,93.2,-42.0,4.021,1,27631,1
33037,27,4,0,1,0,1,0,0,5,2,1,999,0,0,-2.9,92.963,-40.8,1.262,1,36395,1
1880,27,4,1,4,0,1,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.855,1,1920,1
21212,32,2,0,0,0,1,0,0,4,2,10,999,0,0,1.4,93.444,-36.1,4.963,1,21465,1
30707,35,2,1,4,0,0,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,0,33172,1
1441,38,1,0,0,0,0,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.855,1,1475,1
15691,55,0,1,5,0,0,0,0,2,0,1,999,0,0,1.4,93.918,-42.7,4.96,1,15898,1
1927,42,0,1,4,0,1,0,1,3,4,8,999,0,0,1.1,93.994,-36.4,4.855,1,1968,1
4654,30,0,0,0,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,0,4737,1
13471,33,1,1,4,0,1,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.963,1,13667,1
24331,51,0,1,0,0,0,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,24741,1
5843,37,3,1,1,0,1,0,1,3,2,6,999,0,0,1.1,93.994,-36.4,4.857,1,5939,1
36110,36,0,0,1,0,1,0,1,4,0,1,999,0,0,-1.7,94.027,-38.3,0.898,1,40330,1
7130,59,3,1,4,0,0,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,7236,1
17959,25,0,1,5,0,0,0,1,2,1,7,999,0,0,1.4,93.918,-42.7,4.963,1,18192,1
34866,25,0,0,0,0,0,1,0,8,0,1,3,2,1,-3.4,92.649,-30.1,0.715,0,38693,1
7141,32,0,2,0,0,1,0,1,3,3,4,999,0,0,1.1,93.994,-36.4,4.86,1,7247,1
26243,42,0,2,0,0,1,0,0,8,4,1,999,0,0,-0.1,93.2,-42.0,4.021,1,27108,1
18626,55,3,1,3,0,1,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.97,1,18861,1
9441,24,4,0,5,0,0,0,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.961,0,9585,1
21812,49,0,1,0,0,0,0,0,4,1,3,999,0,0,1.4,93.444,-36.1,4.964,1,22070,1
27179,27,2,0,4,0,0,1,0,1,1,2,999,0,0,-1.8,93.075,-47.1,1.445,1,28258,1
8512,41,3,1,3,0,0,0,1,5,1,1,999,0,0,1.4,94.465,-41.8,4.864,1,8635,1
25148,34,2,1,1,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25784,1
6953,47,3,1,3,0,0,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.86,1,7057,1
11822,42,4,0,3,0,1,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.955,1,11999,1
4859,47,0,1,5,0,0,0,1,3,1,11,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4942,1
20222,47,3,1,2,0,0,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.966,1,20468,1
30166,37,3,1,5,0,1,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32345,1
18797,29,0,0,0,0,0,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.968,1,19033,1
27901,31,0,1,5,0,0,0,0,1,4,2,999,0,0,-1.8,93.075,-47.1,1.405,1,29260,1
1942,40,3,1,4,0,1,0,1,3,4,3,999,0,0,1.1,93.994,-36.4,4.855,1,1983,1
20289,35,2,0,0,0,0,0,0,4,2,4,999,0,0,1.4,93.444,-36.1,4.966,1,20535,1
31149,29,3,1,1,0,0,0,1,3,1,8,999,0,0,-1.8,92.893,-46.2,1.281,1,33836,1
31370,32,3,0,4,0,0,0,0,3,1,3,999,0,0,-1.8,92.893,-46.2,1.281,1,34169,1
11411,47,4,1,2,0,1,1,1,5,4,2,999,0,0,1.4,94.465,-41.8,4.959,1,11581,1
12597,43,0,1,0,0,1,1,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.962,1,12783,1
25155,30,0,0,0,0,1,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25793,1
30863,33,3,0,3,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,1,33397,1
23092,30,2,1,1,0,0,0,1,4,1,7,999,0,0,1.4,93.444,-36.1,4.964,0,23360,1
19141,48,0,1,0,0,1,0,0,4,1,7,999,0,0,1.4,93.444,-36.1,4.967,1,19380,1
31160,47,3,0,2,0,0,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.281,1,33857,1
15059,25,4,0,2,0,0,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.958,1,15263,1
33019,52,0,1,1,0,1,1,0,5,2,1,999,0,0,-2.9,92.963,-40.8,1.262,1,36370,1
26458,42,0,1,0,0,0,0,0,8,4,2,999,0,0,-0.1,93.2,-42.0,4.021,1,27381,1
32487,31,2,1,1,0,1,0,0,3,0,2,999,0,0,-1.8,92.893,-46.2,1.244,1,35725,1
34956,29,0,0,0,0,0,0,0,8,4,1,3,2,1,-3.4,92.649,-30.1,0.7140000000000001,0,38806,1
33659,34,2,0,1,0,1,0,0,4,2,1,999,0,0,-2.9,92.201,-31.4,0.884,1,37138,1
30632,54,8,1,5,0,0,0,0,3,0,3,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,33063,1
1020,44,4,1,2,0,0,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.856,1,1051,1
16948,43,3,1,5,0,1,1,0,2,4,5,999,0,0,1.4,93.918,-42.7,4.962,1,17164,1
17542,41,0,1,0,0,0,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.961,1,17769,1
10541,48,3,1,3,0,1,1,1,5,2,2,999,0,0,1.4,94.465,-41.8,4.961,1,10698,1
8904,47,0,1,0,0,1,1,1,5,3,3,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,9034,1
5347,43,2,1,1,0,0,1,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.857,1,5439,1
17697,60,7,1,2,0,1,0,0,2,2,13,999,0,0,1.4,93.918,-42.7,4.961,1,17928,1
24006,46,2,1,1,0,1,0,0,8,0,1,999,0,0,-0.1,93.2,-42.0,4.191,1,24320,1
9726,42,3,1,2,0,1,0,1,5,1,2,999,0,0,1.4,94.465,-41.8,4.959,1,9870,1
6795,56,8,2,0,0,1,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,1,6897,1
13783,54,3,1,3,0,0,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.963,1,13981,1
35652,31,2,2,0,0,0,0,0,3,1,3,7,3,1,-1.8,93.876,-40.0,0.6970000000000001,0,39736,1
30844,42,3,0,2,0,0,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,1,33369,1
31375,42,3,2,2,0,1,0,0,3,1,2,999,0,0,-1.8,92.893,-46.2,1.281,1,34176,1
19409,36,0,1,5,0,1,0,0,4,3,3,999,0,0,1.4,93.444,-36.1,4.968,1,19651,1
1536,42,0,0,0,0,0,0,1,3,3,4,999,0,0,1.1,93.994,-36.4,4.855,1,1570,1
24820,30,4,1,5,0,1,0,0,8,2,1,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,25366,1
5038,30,8,2,0,0,0,1,1,3,4,4,999,0,0,1.1,93.994,-36.4,4.857,1,5125,1
5462,52,0,1,2,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,5554,1
3854,28,2,2,1,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,3929,1
26053,34,2,0,0,0,1,0,0,8,3,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26878,1
7572,52,2,1,2,0,0,0,1,3,4,4,999,0,0,1.1,93.994,-36.4,4.864,1,7688,1
29011,36,4,1,5,0,1,0,0,3,2,2,999,0,0,-1.8,92.893,-46.2,1.344,1,30646,1
7342,26,3,0,4,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.864,1,7453,1
18381,45,3,1,4,0,0,0,0,2,3,10,999,0,0,1.4,93.918,-42.7,4.968,1,18615,1
32869,32,2,1,0,0,1,0,1,3,1,2,999,0,0,-1.8,92.893,-46.2,1.27,1,36190,1
30073,31,8,0,0,0,1,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32216,1
17901,31,3,0,5,0,1,0,1,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,1,18134,1
4908,36,4,0,5,0,0,0,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,4995,1
8879,31,5,1,0,0,1,0,1,5,3,2,999,0,0,1.4,94.465,-41.8,4.8660000000000005,1,9008,1
12192,51,7,1,4,0,0,0,0,2,4,1,999,0,0,1.4,93.918,-42.7,4.959,1,12373,1
22519,50,9,1,3,0,0,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.965,1,22782,1
25677,50,0,0,0,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26425,1
21054,47,0,1,0,0,0,0,0,4,0,6,999,0,0,1.4,93.444,-36.1,4.963,0,21307,1
12773,41,3,1,0,0,1,0,0,2,2,1,999,0,0,1.4,93.918,-42.7,4.962,1,12961,1
29641,39,5,1,5,0,1,1,0,3,3,3,999,0,0,-1.8,92.893,-46.2,1.327,1,31582,1
19744,36,0,1,0,0,0,0,0,4,4,3,999,0,0,1.4,93.444,-36.1,4.966,1,19989,1
14772,32,0,0,4,0,0,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.958,1,14975,1
9988,35,4,1,4,0,0,1,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.958,1,10136,1
16486,38,5,1,0,0,1,0,1,2,1,4,999,0,0,1.4,93.918,-42.7,4.963,1,16697,1
24881,31,0,0,5,0,0,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,0,25449,1
3829,52,0,1,0,0,0,1,1,3,0,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,1,3904,1
9692,42,3,1,2,0,0,0,1,5,1,1,999,0,0,1.4,94.465,-41.8,4.959,1,9836,1
10969,42,10,1,5,0,1,1,1,5,3,5,999,0,0,1.4,94.465,-41.8,4.961,1,11132,1
30736,34,0,1,5,0,1,1,0,3,2,3,999,0,0,-1.8,92.893,-46.2,1.291,1,33216,1
30118,58,8,0,0,0,0,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32280,1
33060,30,0,0,0,0,1,0,0,5,2,1,999,0,0,-2.9,92.963,-40.8,1.262,1,36425,1
20711,31,0,0,0,0,1,0,0,4,3,1,999,0,0,1.4,93.444,-36.1,4.964,1,20961,1
6140,44,3,1,1,0,0,0,1,3,2,1,999,0,0,1.1,93.994,-36.4,4.857,1,6236,1
32835,25,0,0,0,0,0,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.27,1,36153,1
2043,40,4,1,5,0,0,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,2087,1
3722,42,7,1,4,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.859,1,3795,1
10503,30,1,0,0,0,0,1,1,5,2,6,999,0,0,1.4,94.465,-41.8,4.961,1,10660,1
26064,43,2,1,1,0,0,0,0,8,3,3,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26890,1
29841,29,5,1,5,0,0,0,1,3,3,1,999,0,0,-1.8,92.893,-46.2,1.327,1,31878,1
26894,61,7,1,4,0,0,1,0,6,2,2,999,0,0,-1.8,92.843,-50.0,1.556,1,27887,1
32026,34,4,2,5,0,0,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.25,1,35095,1
21301,37,1,0,0,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.963,1,21555,1
14713,34,3,1,3,0,0,0,0,2,1,5,999,0,0,1.4,93.918,-42.7,4.957,1,14916,1
28528,33,4,0,5,0,1,0,0,1,0,3,999,0,0,-1.8,93.075,-47.1,1.392,1,30087,1
21416,31,2,0,0,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.963,1,21671,1
8437,46,2,1,1,0,1,0,1,5,1,8,999,0,0,1.4,94.465,-41.8,4.864,1,8560,1
24155,46,0,1,5,0,0,0,0,8,0,3,999,0,0,-0.1,93.2,-42.0,4.191,1,24505,1
5819,43,3,1,3,0,1,0,1,3,2,3,999,0,0,1.1,93.994,-36.4,4.857,1,5915,1
21370,54,3,1,3,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.963,1,21625,1
31971,51,0,1,5,0,1,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.25,1,35025,1
11783,42,1,1,1,0,1,0,1,5,2,4,999,0,0,1.4,94.465,-41.8,4.958,1,11959,1
973,34,2,1,5,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.856,1,1001,1
34779,27,0,0,0,0,1,1,1,0,4,3,999,0,0,-3.4,92.431,-26.9,0.72,1,38581,1
27973,35,3,1,2,0,0,0,0,1,4,3,999,0,0,-1.8,93.075,-47.1,1.405,1,29361,1
12721,34,2,0,0,0,0,0,0,2,2,2,999,0,0,1.4,93.918,-42.7,4.962,1,12908,1
7299,37,1,1,4,0,0,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.864,1,7409,1
25867,31,3,1,4,0,0,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,1,26655,1
36185,24,0,0,0,0,1,1,0,4,4,5,6,2,1,-1.7,94.027,-38.3,0.905,1,40425,1
27583,45,5,1,0,0,1,0,0,1,3,2,999,0,0,-1.8,93.075,-47.1,1.41,1,28800,1
21733,35,2,0,0,0,0,0,0,4,1,1,999,0,0,1.4,93.444,-36.1,4.964,1,21989,1
2721,42,3,2,2,0,0,0,1,3,1,1,999,0,0,1.1,93.994,-36.4,4.859,1,2780,1
15538,46,8,1,0,0,1,0,0,2,0,2,999,0,0,1.4,93.918,-42.7,4.96,1,15745,1
33446,29,10,0,3,0,0,1,0,5,1,3,3,2,1,-2.9,92.963,-40.8,1.244,0,36878,1
33144,48,0,1,0,0,1,0,0,5,1,2,4,1,1,-2.9,92.963,-40.8,1.26,0,36531,1
33280,37,6,0,0,0,0,1,0,5,4,1,999,0,0,-2.9,92.963,-40.8,1.268,1,36691,1
18667,49,3,1,3,0,1,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.97,1,18902,1
5509,51,3,1,2,0,1,0,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,5603,1
35050,61,7,1,3,0,1,0,0,8,1,1,999,0,0,-3.4,92.649,-30.1,0.716,0,38928,1
27180,46,4,1,5,0,0,0,0,1,1,2,999,0,0,-1.8,93.075,-47.1,1.445,1,28259,1
22900,35,2,1,0,0,1,0,0,4,2,2,999,0,0,1.4,93.444,-36.1,4.965,1,23165,1
25800,50,7,2,5,0,1,0,0,8,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,0,26575,1
22535,35,8,2,0,0,1,0,0,4,0,3,999,0,0,1.4,93.444,-36.1,4.965,1,22798,1
16869,42,3,0,3,0,1,1,0,2,4,4,999,0,0,1.4,93.918,-42.7,4.962,1,17085,1
5382,34,3,1,4,0,0,0,1,3,4,3,999,0,0,1.1,93.994,-36.4,4.857,1,5474,1
7328,32,2,0,0,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.864,1,7439,1
18669,57,7,1,3,0,0,0,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.97,1,18904,1
30327,27,3,1,4,0,1,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,32598,1
18437,30,4,0,5,0,0,0,1,2,3,18,999,0,0,1.4,93.918,-42.7,4.968,1,18671,1
7473,48,5,1,3,0,0,0,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.864,1,7588,1
31210,29,3,0,5,0,0,0,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.281,1,33931,1
30171,42,0,2,0,0,1,0,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32357,1
5523,40,0,1,0,0,0,1,1,3,0,1,999,0,0,1.1,93.994,-36.4,4.857,1,5617,1
33521,32,1,0,0,0,1,0,0,2,3,1,14,1,1,-2.9,92.469,-33.6,1.072,0,36971,1
30872,27,1,1,0,0,1,0,0,3,2,1,999,0,0,-1.8,92.893,-46.2,1.291,1,33409,1
30258,37,3,1,3,0,1,1,0,3,4,2,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32491,1
3511,41,2,0,1,0,1,0,1,3,4,1,999,0,0,1.1,93.994,-36.4,4.859,1,3580,1
30671,43,3,1,3,0,1,0,0,3,2,3,999,0,0,-1.8,92.893,-46.2,1.291,1,33125,1
33583,29,2,1,0,0,1,0,0,2,1,2,999,0,0,-2.9,92.469,-33.6,1.029,0,37046,1
2902,52,0,0,4,0,0,0,1,3,1,2,999,0,0,1.1,93.994,-36.4,4.859,1,2964,1
6880,34,4,1,5,0,0,0,1,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,0,6982,1
27064,43,8,1,0,0,0,0,0,1,4,2,999,0,0,-1.8,93.075,-47.1,1.479,1,28099,1
16626,52,2,1,1,0,0,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.962,1,16838,1
7235,33,3,0,4,0,1,1,1,3,4,2,999,0,0,1.1,93.994,-36.4,4.864,1,7343,1
1519,41,3,1,1,0,1,0,1,3,3,5,999,0,0,1.1,93.994,-36.4,4.855,1,1553,1
24826,33,9,1,5,0,0,0,0,8,2,2,999,0,0,-0.1,93.2,-42.0,4.1530000000000005,1,25376,1
5994,29,0,0,4,0,0,0,1,3,2,4,999,0,0,1.1,93.994,-36.4,4.857,1,6090,1
36173,60,9,1,3,0,0,0,0,4,4,4,6,4,2,-1.7,94.027,-38.3,0.905,1,40412,1
27468,26,3,1,4,0,1,1,0,1,3,2,999,0,0,-1.8,93.075,-47.1,1.41,0,28633,1
9899,43,2,0,1,0,0,0,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.958,1,10046,1
3262,48,0,1,1,0,1,0,1,3,3,1,999,0,0,1.1,93.994,-36.4,4.86,1,3329,1
21151,49,0,1,5,0,1,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.963,1,21404,1
16602,36,0,1,0,0,0,0,0,2,3,4,999,0,0,1.4,93.918,-42.7,4.962,1,16814,1
21239,33,0,1,0,0,0,0,0,4,2,1,999,0,0,1.4,93.444,-36.1,4.963,1,21492,1
14939,45,4,1,4,0,1,1,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.958,1,15143,1
25086,35,4,1,0,0,0,0,0,8,1,1,999,0,0,-0.1,93.2,-42.0,4.12,1,25701,1
15715,46,8,1,0,0,0,0,0,2,0,3,999,0,0,1.4,93.918,-42.7,4.96,1,15923,1
30539,57,2,1,5,0,1,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,1,32933,1
11166,34,3,1,2,0,1,1,1,5,3,1,999,0,0,1.4,94.465,-41.8,4.961,1,11331,1
27651,42,3,1,3,0,1,0,0,1,4,1,999,0,0,-1.8,93.075,-47.1,1.405,1,28900,1
32049,30,3,0,4,0,1,0,0,3,4,2,999,0,0,-1.8,92.893,-46.2,1.25,1,35131,1
21378,45,0,0,0,0,0,1,0,4,2,11,999,0,0,1.4,93.444,-36.1,4.963,1,21633,1
1053,42,8,1,2,0,1,1,1,3,1,3,999,0,0,1.1,93.994,-36.4,4.856,1,1085,1
16974,38,2,0,5,0,0,0,0,2,4,2,999,0,0,1.4,93.918,-42.7,4.962,1,17190,1
8085,37,4,1,5,0,1,0,1,5,2,1,999,0,0,1.4,94.465,-41.8,4.864,1,8205,1
11770,36,2,1,4,0,0,0,1,5,0,4,999,0,0,1.4,94.465,-41.8,4.958,1,11946,1
35110,56,8,1,1,0,0,0,0,9,1,1,999,0,0,-3.0,92.713,-33.0,0.715,1,39007,1
30283,36,4,1,5,0,1,1,0,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,1,32535,1
35621,33,2,1,0,0,1,0,0,3,0,1,999,0,0,-1.8,93.876,-40.0,0.685,0,39691,1
23338,46,4,1,4,0,0,0,0,4,3,6,999,0,0,1.4,93.444,-36.1,4.962,1,23606,1
13400,42,0,0,0,0,1,0,0,2,3,1,999,0,0,1.4,93.918,-42.7,4.963,1,13596,1
34559,36,0,1,0,0,0,0,0,0,1,2,999,0,0,-3.4,92.431,-26.9,0.742,1,38298,1
18880,42,2,2,0,0,1,0,0,4,2,2,999,0,0,1.4,93.444,-36.1,4.968,1,19116,1
17994,43,8,1,1,0,1,1,0,2,1,1,999,0,0,1.4,93.918,-42.7,4.963,1,18227,1
26549,34,2,1,1,0,1,1,0,8,4,2,999,0,0,-0.1,93.2,-42.0,4.021,1,27495,1
29333,34,3,1,4,0,0,1,0,3,1,1,999,0,0,-1.8,92.893,-46.2,1.334,1,31117,1
686,42,0,1,5,0,1,0,1,3,2,2,999,0,0,1.1,93.994,-36.4,4.857,1,708,1
9390,39,0,1,5,0,0,1,1,5,0,1,999,0,0,1.4,94.465,-41.8,4.961,1,9534,1
19921,35,2,1,1,0,1,1,0,4,0,1,999,0,0,1.4,93.444,-36.1,4.965,1,20166,1
